 8.105 -3.500 4.769 4.541 -9.829 5.252 3.838 -3.408 -4.824 -1
 -6.273 -2.097 9.404 1.143 3.487 -5.206 0.061 5.024 -6.687 1
 1.624 -1.173 4.260 -3.607 -6.632 4.431 -8.355 7.206 -8.977 1
 -10.000 7.758 -2.670 -8.880 -1.099 -9.183 -4.086 8.962 5.841 1
 8.464 1.762 2.729 2.724 8.155 6.096 -2.844 9.800 3.302 -1
 -0.135 6.193 7.705 7.195 7.313 -3.395 8.012 -6.773 -4.433 1
 0.934 -8.379 -2.083 -6.337 4.346 -3.928 9.759 -8.499 -4.128 1
 8.923 -0.018 -6.837 6.628 -2.823 -9.524 -6.767 -4.811 -6.296 1
 -9.028 7.010 -9.063 -1.111 -9.328 5.282 4.960 -9.569 6.784 -1
 -9.706 1.392 6.562 -6.543 -1.980 -6.261 -6.067 1.254 -1.071 1
 -6.891 -4.157 1.057 -5.954 4.732 1.729 9.328 -0.308 2.160 1
 -0.845 -5.858 -0.486 -4.282 -2.401 7.534 -0.543 1.531 -1.212 -1
 -9.596 -3.929 9.556 1.461 0.117 4.288 -6.810 -0.555 -6.020 1
 9.124 7.287 -7.506 -1.363 -6.995 0.093 -3.828 2.462 -8.376 1
 7.514 7.608 -0.175 7.071 -0.931 9.942 1.359 2.259 -0.613 -1
 -1.805 -2.265 -9.636 0.689 6.373 -6.631 -9.218 -7.456 5.831 -1
 -3.048 8.819 -8.509 6.777 5.889 0.560 6.719 -2.752 -7.181 -1
 -5.873 -9.376 -3.226 -5.509 1.313 -6.853 -2.140 2.095 -4.309 -1
 4.250 -5.350 -6.683 5.741 -8.574 9.207 -3.699 8.145 -3.545 -1
 8.587 -0.571 -7.906 -4.638 3.920 3.407 -1.491 -8.220 -4.498 1
 -8.107 0.089 -7.650 -4.790 -4.171 -6.223 -5.583 2.130 -8.078 1
 -8.616 9.386 -9.095 -6.522 -5.252 4.825 6.886 3.256 6.605 -1
 -10.000 -3.258 -1.998 -7.559 1.952 3.832 -3.782 6.369 -4.038 1
 -4.212 -1.462 -2.603 -3.308 2.016 2.144 -8.483 -1.099 -4.600 1
 8.112 3.770 -5.551 -3.885 6.211 6.401 9.946 -7.571 2.770 -1
 -8.868 0.669 5.703 -1.472 7.361 -2.282 -9.328 8.879 6.620 1
 6.635 5.312 5.358 -8.916 -8.574 1.569 7.485 -8.628 3.998 1
 7.432 -8.466 -9.884 3.135 0.062 7.477 -9.147 0.734 6.355 -1
 -3.031 2.371 -4.132 -7.674 3.454 -2.706 3.895 0.939 -1.334 1
 -10.000 -1.108 7.883 -7.978 -7.973 -2.055 9.498 -7.120 8.679 1
 10.000 2.703 -6.408 -4.365 5.029 7.046 2.929 -1.076 -2.015 -1
 3.891 1.182 -0.468 1.774 3.203 1.559 9.719 2.702 4.439 -1
 -4.895 7.533 3.229 -1.304 -6.832 -1.742 -4.258 6.097 7.182 1
 -6.454 -0.875 4.457 3.077 -9.100 -2.340 -5.364 -9.381 -10.000 -1
 4.393 8.004 -5.783 -2.378 -3.299 -2.615 5.880 2.443 -6.518 1
 0.337 2.622 -4.467 -5.206 -4.301 -3.567 2.454 0.335 -2.949 1
 -1.583 7.670 6.972 2.634 -4.708 -6.327 -9.980 -8.828 6.116 1
 -8.917 1.634 -6.017 -3.384 6.428 -0.318 3.049 -1.118 -10.000 1
 -4.864 1.848 0.375 -7.892 -5.517 5.667 -4.218 -5.498 6.839 -1
 5.545 3.762 -5.996 9.528 -9.622 -9.568 -0.789 3.427 -0.686 -1
 1.361 -5.169 -3.709 -8.264 -3.060 0.774 7.403 2.721 5.276 -1
 7.686 4.347 -0.279 -8.310 3.875 0.099 -7.878 -6.914 -6.474 1
 6.890 -7.670 -8.421 -6.819 -5.934 -1.481 3.954 -8.532 -8.760 1
 -1.530 8.711 -0.993 8.191 -9.599 -7.117 -1.710 -7.477 -4.031 1
 -4.384 3.295 1.583 -2.805 6.476 5.649 5.713 0.430 7.117 -1
 -2.528 -9.359 2.564 6.479 8.832 2.966 9.362 -2.878 5.489 1
 2.867 3.421 9.149 -5.550 -9.384 5.625 -9.901 6.329 -3.945 1
 -6.103 3.564 8.529 6.461 0.044 7.361 -0.573 -0.595 -5.517 -1
 -10.000 1.217 -5.353 9.365 5.667 -4.737 4.989 5.765 -8.408 -1
 -5.352 -3.079 4.530 -6.823 -6.618 -5.426 -9.462 2.809 3.979 1
 9.667 2.303 8.283 -5.686 1.668 3.949 -0.423 -3.343 -0.286 1
 -2.993 9.110 2.642 -8.462 -7.713 6.024 -3.888 -7.175 -1.167 1
 5.873 5.954 0.947 4.155 -9.732 -7.385 -1.896 -0.155 -0.728 1
 -3.765 4.062 0.545 8.877 5.600 2.833 4.901 -8.289 5.658 -1
 -1.065 -3.518 5.746 9.882 -9.363 6.014 -7.503 -1.259 -4.141 -1
 -9.823 3.309 -2.012 0.723 2.186 -6.412 -6.445 -2.913 -4.701 1
 -7.490 0.047 -5.807 8.256 -0.070 -5.170 4.271 2.427 3.572 -1
 -9.071 3.115 -9.485 -1.083 -6.162 2.701 2.505 -2.607 9.788 1
 -7.382 1.835 -8.231 -3.189 0.091 1.698 1.642 -5.638 -5.875 1
 2.551 2.422 4.373 3.066 -8.661 8.210 -4.233 3.844 -4.397 -1
 -2.114 9.172 3.369 -0.345 -4.017 -6.540 -8.647 7.625 -2.178 1
 5.056 -9.265 6.228 -0.571 3.801 7.567 -2.361 9.569 1.411 -1
 -3.013 -0.825 8.785 -9.643 8.830 -5.231 -6.183 -9.817 -7.606 1
 -2.241 4.515 4.151 -6.012 -6.056 -2.047 -8.445 1.584 -2.479 1
 5.637 7.266 -6.890 4.422 7.623 -8.061 9.191 -8.560 -7.878 -1
 -9.766 -5.208 -8.244 4.386 -1.221 -4.299 -7.662 0.334 7.284 -1
 6.440 4.960 -0.344 9.550 -0.618 -2.722 -8.511 -1.426 -1.281 -1
 8.634 7.211 -6.378 -9.609 1.597 2.401 -3.909 3.935 -7.265 1
 7.875 -7.259 -9.684 -2.469 -7.710 -0.301 4.809 -6.221 8.272 -1
 -5.843 7.417 -7.380 -2.221 7.808 4.217 -9.820 -6.101 -1.848 1
 4.305 0.635 -9.011 4.622 8.166 -6.721 -5.679 2.975 -2.941 -1
 6.433 -4.014 0.649 9.053 3.765 -1.543 3.269 3.946 2.356 -1
 1.617 -9.885 -6.974 2.606 4.737 -8.808 5.885 9.057 4.168 -1
 0.624 -0.892 8.487 -8.727 -1.840 2.252 -0.271 -8.570 -3.802 1
 4.106 -2.164 -1.017 7.132 -9.558 -6.280 8.325 6.327 -7.223 1
 5.663 -2.714 -3.790 4.150 -1.441 4.370 -3.598 8.288 5.800 -1
 -5.474 6.195 -7.293 3.509 3.328 -6.851 7.229 1.652 9.476 -1
 -8.465 -7.029 -7.304 -2.255 7.120 1.255 -7.885 -6.478 -0.456 1
 1.437 6.306 -1.798 4.145 -0.185 -8.470 7.294 -2.956 3.182 1
 0.927 3.018 -2.395 3.623 -9.236 -5.275 -5.121 -7.121 -1.753 1
 6.346 -1.202 2.456 -5.452 -7.057 -7.729 -3.923 -9.763 -0.685 1
 -8.780 -6.548 -9.133 -1.175 7.075 -8.370 3.550 -8.046 -5.491 1
 -7.684 7.061 1.463 4.771 -8.391 4.406 7.042 -2.314 4.643 -1
 0.571 -5.249 -2.373 1.438 3.575 -5.297 3.069 -2.875 -3.343 1
 -4.453 7.404 -9.191 7.010 2.175 -7.582 1.417 -0.783 0.104 -1
 -8.114 -1.131 -4.669 -0.486 -9.693 8.906 4.216 3.376 -3.969 -1
 -2.346 9.384 -2.555 -1.536 6.394 9.620 0.882 -2.189 -1.162 -1
 8.614 3.468 1.580 -6.056 -7.018 1.887 -7.150 7.198 -4.737 -1
 3.875 -0.368 -0.563 -8.680 8.095 -4.169 -9.060 -1.023 3.642 1
 6.901 -3.390 2.563 -1.520 0.554 5.544 -9.633 3.405 2.742 -1
 1.901 9.995 -7.577 -8.662 -8.685 -9.482 -2.830 -7.745 -0.505 1
 -2.580 -6.876 4.063 9.982 1.604 -5.383 5.527 1.971 8.022 -1
 1.874 1.349 -3.578 4.296 2.687 -2.263 4.814 9.857 -0.008 -1
 1.218 6.413 1.371 -4.719 6.396 -7.025 -0.102 1.922 4.946 1
 4.655 1.148 -6.657 -8.923 -4.556 6.031 -1.186 -9.741 5.888 1
 -0.921 9.551 -8.037 -9.549 -5.168 8.359 -6.574 4.731 0.281 1
 -7.088 -4.467 -9.106 -3.745 -3.390 -3.662 -7.714 5.423 -3.404 1
 -9.721 -5.860 9.048 -7.758 -5.410 -6.119 -9.399 -1.984 8.611 1
 1.099 -9.784 7.673 1.993 -3.529 -5.718 8.331 -1.243 9.706 -1
 5.588 -8.062 3.135 4.636 -5.819 7.725 8.517 -5.218 -4.259 -1
